BioSample_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	isolate_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	geo_loc_name_s	host_s	source_s
SAMN03270435	P00472	Jan 09, 2015	738	276	SRR1749058	SRS802128	P00472	22-Jul-2013	city	subway	metal	P00472	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270436	P00473	Jan 09, 2015	994	673	SRR1749059	SRS802129	P00473	22-Jul-2013	city	subway	metal	P00473	40.81 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270437	P00474	Jan 09, 2015	1153	768	SRR1749060	SRS802130	P00474	22-Jul-2013	city	subway	wood	P00474	40.80 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270438	P00475	Jan 09, 2015	9953	6644	SRR1749061	SRS802133	P00475	22-Jul-2013	city	subway	metal	P00475	40.81 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270439	P00476	Jan 09, 2015	980	668	SRR1749062	SRS802135	P00476	22-Jul-2013	city	subway	metal	P00476	40.81 N 73.92 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270440	P00477	Jan 27, 2015	496	289	SRR1749063	SRS802134	P00477	22-Jul-2013	city	subway	metal	P00477	40.81 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270441	P00478	Jan 09, 2015	700	266	SRR1749064	SRS802136	P00478	22-Jul-2013	city	subway	wood	P00478	40.81 N 73.91 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270442	P00479	Jan 09, 2015	635	239	SRR1749065	SRS802139	P00479	22-Jul-2013	city	subway	wood	P00479	40.81 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270443	P00480	Jan 09, 2015	674	458	SRR1749066	SRS802137	P00480	22-Jul-2013	city	subway	metal	P00480	40.81 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270444	P00481	Jan 09, 2015	659	251	SRR1749067	SRS802138	P00481	22-Jul-2013	city	subway	wood	P00481	40.81 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270445	P00482	Jan 09, 2015	1324	892	SRR1749068	SRS802140	P00482	22-Jul-2013	city	subway	metal	P00482	40.81 N 73.90 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270446	P00483	Jan 09, 2015	711	270	SRR1749069	SRS802141	P00483	22-Jul-2013	city	subway	metal/plastic	P00483	40.82 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270447	P00484	Jan 09, 2015	854	577	SRR1749070	SRS802142	P00484	22-Jul-2013	city	subway	wood	P00484	40.82 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270448	P00485	Jan 09, 2015	671	254	SRR1749071	SRS802143	P00485	22-Jul-2013	city	subway	wood	P00485	40.82 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270449	P00486	Jan 09, 2015	765	516	SRR1749072	SRS802144	P00486	22-Jul-2013	city	subway	metal	P00486	40.82 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270450	P00487	Jan 09, 2015	764	517	SRR1749073	SRS802145	P00487	22-Jul-2013	city	subway	metal	P00487	40.82 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270451	P00488	Jan 09, 2015	685	260	SRR1749074	SRS802146	P00488	22-Jul-2013	city	subway	wood	P00488	40.82 N 73.89 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270452	P00489	Jan 09, 2015	525	200	SRR1749075	SRS802147	P00489	22-Jul-2013	city	subway	metal	P00489	40.83 N 73.88 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270453	P00490	Jan 09, 2015	650	440	SRR1749076	SRS802149	P00490	22-Jul-2013	city	subway	metal	P00490	40.83 N 73.88 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270454	P00491	Jan 09, 2015	644	245	SRR1749077	SRS802148	P00491	22-Jul-2013	city	subway	wood	P00491	40.84 N 73.88 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270455	P00492	Jan 09, 2015	663	449	SRR1749078	SRS802151	P00492	22-Jul-2013	city	subway	metal	P00492	40.84 N 73.88 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270456	P00493	Jan 09, 2015	678	256	SRR1749079	SRS802152	P00493	22-Jul-2013	city	subway	wood	P00493	40.84 N 73.87 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270457	P00494	Jan 09, 2015	911	614	SRR1749080	SRS802150	P00494	22-Jul-2013	city	subway	wood	P00494	40.84 N 73.87 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270458	P00495	Jan 09, 2015	774	521	SRR1749081	SRS802153	P00495	22-Jul-2013	city	subway	metal	P00495	40.84 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270459	P00496	Jan 09, 2015	598	228	SRR1749082	SRS802154	P00496	22-Jul-2013	city	subway	metal	P00496	40.84 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270460	P00497	Jan 09, 2015	546	208	SRR1749083	SRS802158	P00497	22-Jul-2013	city	subway	metal	P00497	40.85 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270461	P00498	Jan 09, 2015	1199	799	SRR1749084	SRS802157	P00498	22-Jul-2013	city	subway	metal	P00498	40.85 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270462	P00499	Jan 09, 2015	855	574	SRR1749085	SRS802155	P00499	22-Jul-2013	city	subway	wood	P00499	40.86 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270463	P00500	Jan 09, 2015	877	332	SRR1749086	SRS802156	P00500	22-Jul-2013	city	subway	wood	P00500	40.86 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270464	P00501	Jan 09, 2015	897	598	SRR1749087	SRS802159	P00501	22-Jul-2013	city	subway	metal	P00501	40.87 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270465	P00502	Jan 09, 2015	769	517	SRR1749088	SRS802160	P00502	22-Jul-2013	city	subway	metal	P00502	40.87 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270466	P00503	Jan 09, 2015	843	572	SRR1749089	SRS802161	P00503	22-Jul-2013	city	subway	metal	P00503	40.87 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270467	P00504	Jan 09, 2015	1517	1017	SRR1749090	SRS802164	P00504	22-Jul-2013	city	subway	metal	P00504	40.87 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270468	P00505	Jan 09, 2015	438	167	SRR1749091	SRS802163	P00505	22-Jul-2013	city	subway	wood	P00505	40.88 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270469	P00506	Jan 09, 2015	646	437	SRR1749092	SRS802162	P00506	22-Jul-2013	city	subway	wood	P00506	40.88 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270470	P00507	Jan 09, 2015	1032	693	SRR1749093	SRS802166	P00507	22-Jul-2013	city	subway	metal	P00507	40.88 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270471	P00508	Jan 09, 2015	662	253	SRR1749094	SRS802168	P00508	22-Jul-2013	city	subway	metal	P00508	40.88 N 73.86 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270472	P00509	Jan 09, 2015	509	195	SRR1749095	SRS802165	P00509	22-Jul-2013	city	subway	metal	P00509	40.89 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270473	P00510	Jan 09, 2015	6005	4018	SRR1749096	SRS802167	P00510	22-Jul-2013	city	subway	metal	P00510	40.89 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270474	P00511	Jan 09, 2015	1009	673	SRR1749097	SRS802169	P00511	22-Jul-2013	city	subway	wood	P00511	40.89 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270475	P00512	Jan 09, 2015	652	248	SRR1749098	SRS802171	P00512	22-Jul-2013	city	subway	wood	P00512	40.89 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270476	P00513	Jan 09, 2015	813	546	SRR1749099	SRS802170	P00513	22-Jul-2013	city	subway	wood	P00513	40.90 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270477	P00514	Jan 09, 2015	611	232	SRR1749100	SRS802172	P00514	22-Jul-2013	city	subway	wood	P00514	40.90 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270478	P00515	Jan 09, 2015	693	265	SRR1749101	SRS802173	P00515	22-Jul-2013	city	subway	metal	P00515	40.90 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270479	P00516	Jan 09, 2015	525	174	SRR1749102	SRS802175	P00516	22-Jul-2013	city	subway	metal	P00516	40.90 N 73.84 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270480	P00517	Jan 09, 2015	476	187	SRR1749103	SRS802174	P00517	22-Jul-2013	city	subway	metal	P00517	40.89 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270481	P00518	Jan 09, 2015	632	254	SRR1749104	SRS802176	P00518	22-Jul-2013	city	subway	metal	P00518	40.88 N 73.85 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270482	P00519	Jan 09, 2015	920	613	SRR1749105	SRS802177	P00519	26-Jul-2013	city	subway	metal	P00519	40.69 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270483	P00520	Jan 09, 2015	694	275	SRR1749106	SRS802179	P00520	26-Jul-2013	city	subway	wood	P00520	40.69 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270484	P00521	Jan 27, 2015	767	299	SRR1749107	SRS802180	P00521	26-Jul-2013	city	subway	metal	P00521	40.68 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270485	P00522	Jan 09, 2015	926	627	SRR1749108	SRS802178	P00522	26-Jul-2013	city	subway	metal	P00522	40.68 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270486	P00523	Jan 09, 2015	785	311	SRR1749109	SRS802182	P00523	26-Jul-2013	city	subway	metal	P00523	40.68 N 73.98 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270487	P00524	Jan 09, 2015	699	281	SRR1749110	SRS802181	P00524	26-Jul-2013	city	subway	metal	P00524	40.68 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270488	P00525	Jan 09, 2015	739	295	SRR1749111	SRS802188	P00525	26-Jul-2013	city	subway	wood	P00525	40.68 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270489	P00526	Jan 27, 2015	739	288	SRR1749112	SRS802185	P00526	26-Jul-2013	city	subway	metal/plastic	P00526	40.68 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270490	P00527	Jan 09, 2015	849	337	SRR1749113	SRS802183	P00527	26-Jul-2013	city	subway	metal	P00527	40.68 N 73.97 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270491	P00529	Jan 27, 2015	593	228	SRR1749114	SRS802184	P00529	25-Jul-2013	city	subway	metal	P00529	40.68 N 73.99 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270492	P00530	Jan 09, 2015	756	304	SRR1749115	SRS802187	P00530	25-Jul-2013	city	subway	metal/plastic	P00530	40.71 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270493	P00531	Jan 09, 2015	579	390	SRR1749116	SRS802186	P00531	25-Jul-2013	city	subway	wood	P00531	40.71 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270494	P00532	Jan 27, 2015	568	221	SRR1749117	SRS802208	P00532	25-Jul-2013	city	subway	metal	P00532	40.71 N 73.94 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270495	P00533	Jan 09, 2015	668	265	SRR1749118	SRS802189	P00533	25-Jul-2013	city	subway	metal	P00533	40.70 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270496	P00535	Jan 09, 2015	1039	700	SRR1749119	SRS802190	P00535	25-Jul-2013	city	subway	metal/plastic	P00535	40.70 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
SAMN03270497	P00536	Jan 09, 2015	800	320	SRR1749120	SRS802191	P00536	25-Jul-2013	city	subway	metal	P00536	40.70 N 73.93 W	OTHER	<not provided>	PRJNA271013	Metagenome or environmental	WEILL CORNELL MEDICAL COLLEGE	public	0	ILLUMINA	Feb 06, 2015	SRP051511	<not provided>	<not provided>	USA:New York City	not applicable	<not provided>
